"id","start_date","end_date","record_date","lat","lng","governorate","district","registered","registration_type","business_name","economic_sector","sub_sector","products_services","phone_number","business_phone","employee_count","enterprise_size","has_vacancies","num_vacancies","current_interns","current_seasonal","current_entry_level","current_mid_senior","current_senior_mgmt","current_cust_service","current_sales","current_priority_it","current_priority_marketing","current_priority_admin","current_priority_finance","current_priority_logistics","current_priority_technical","current_priority_others","current_other_specify","youth_employment","future_needs","future_num_vacancies","future_interns","future_seasonal","future_entry_level","future_mid_senior","future_senior_mgmt","future_total","future_cust_service","future_sales","future_priority_it","future_priority_marketing","future_priority_admin","future_priority_finance","future_priority_logistics","future_priority_technical","future_priority_others","future_other_specify"
378280009,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.5015077,35.7828347,"Madaba","Dieban","Yes","Sole proprietorship","Road Foundation","Wholesale and Retail Trade","Retail trade (food)","Food","779487740","٧٧٩٤٨٧٧٤٠","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378280014,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.5013877,35.7825075,"Madaba","Dieban","No",,"Mercy stitches.","Service Activities","Personal services","Dre Klein, sewing and laundry.","799685257","٧٩٩٦٥٢٦٨","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378280019,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.5014072,35.7823138,"Madaba","Dieban","Yes","Sole proprietorship","Beautiful spectacle, father of a beard.","Manufacturing","Machinery manufacturing","Specific","776725795","٧٧٦٧٢٥٧٩٥","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378280022,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.5014428,35.7819379,"Madaba","Dieban","Yes","Sole proprietorship","Hawsh Gas Agency","Wholesale and Retail Trade","Retail trade (general merchandise)","Gas Agency","779455340","٧٧٩٤٥٥٣٤٠","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378280026,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.5012504,35.7813989,"Madaba","Dieban","No",,"Family costumes.","Wholesale and Retail Trade","Retail trade (apparel)","New clothes.","772384050","٧٧٢٣٨٤٠٥٠","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378280029,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.5012509,35.7813295,"Madaba","Dieban","Yes","Sole proprietorship","Lover's flower candy.","Accommodation and Food Services (Tourism(","Restaurants","Sell dessert.","798471572","٧٧٥٧٥١٨٠٠","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378280034,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.5014242,35.7808074,"Madaba","Dieban","No",,"Tyban's perfume.","Wholesale and Retail Trade","Retail trade (general merchandise)","A perfume.","776077602","٧٧٦٠٧٧٦٠٢","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,
378280040,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.5008507,35.7805889,"Madaba","Dieban","Yes","Sole proprietorship","On me for clothes and shoes.","Wholesale and Retail Trade","Retail trade (apparel)","Sell clothes and shoes.","772443324","٧٧٢٤٤٣٣٢٤","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378280046,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.4993298,35.7792829,"Madaba","Dieban","Yes","Sole proprietorship","The cavalry studio.","Service Activities","Personal services","Photos, albums, photos, brows.","77572110","٧٧٢٣٦٤٧٢٩","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378280048,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.5013342,35.7819277,"Madaba","Dieban","Yes","Sole proprietorship","The sultan's glass and aluminum gallery.","Manufacturing","Machinery manufacturing","Details of your systolic, glass, and manium.","772468501","٧٧٢٤٦٨٥٠١","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378349814,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,30.8046359,35.5998057,"Tafilah","Tafeleh Al-Qasabeh","Yes","Sole proprietorship","Paradise.","Wholesale and Retail Trade","Retail trade (food)","Cooking and eating supplies","077865432",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378349817,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,30.8046359,35.5998057,"Tafilah","Tafeleh Al-Qasabeh","Yes","Sole proprietorship","Creditor flower.","Wholesale and Retail Trade","Retail trade (general merchandise)","Flowers.","077896543",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378349819,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,30.8046359,35.5998057,"Tafilah","Tafeleh Al-Qasabeh","Yes","Sole proprietorship","The Makkah/Suppermarket light bakery.","Wholesale and Retail Trade","Retail trade (food)","Bread.","079865432",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378349824,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,30.8082752,35.5902338,"Tafilah","Tafeleh Al-Qasabeh","Yes","Sole proprietorship","Bill explained the clothes.","Wholesale and Retail Trade","Retail trade (apparel)","Nice clothes and weavings.","078755432",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378349827,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,30.804841,35.6001475,"Tafilah","Tafeleh Al-Qasabeh","Yes","Sole proprietorship","The bubble nest.","Wholesale and Retail Trade","Retail trade (apparel)","Clothes.","078965432",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378349828,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,30.8082752,35.5902338,"Tafilah","Tafeleh Al-Qasabeh","Yes","Sole proprietorship","The oasis.","Wholesale and Retail Trade","Retail trade (general merchandise)","Saudi goods","0799733321",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378349831,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,30.8082752,35.5902338,"Tafilah","Tafeleh Al-Qasabeh","Yes","Sole proprietorship","The governor.","Wholesale and Retail Trade","Retail trade (general merchandise)","Chocolate and candy.","0799151611",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378349836,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,30.8046359,35.5998057,"Tafilah","Tafeleh Al-Qasabeh","Yes","Sole proprietorship","Touch.","Wholesale and Retail Trade","Retail trade (apparel)","Clothes.","077865432",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378349839,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,30.8046359,35.5998057,"Tafilah","Tafeleh Al-Qasabeh","Yes","Sole proprietorship","It's rumored.","Wholesale and Retail Trade","Retail trade (apparel)","Clothes.","077895674",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378349846,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,30.804841,35.6001475,"Tafilah","Tafeleh Al-Qasabeh","Yes","Sole proprietorship","Acupuncture cafe.","Wholesale and Retail Trade","Retail trade (food)","Coffee, tea, drinks.","0778965432",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378351454,2024-08-31 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-08-31 00:00:00.000000000,31.2543748,36.0521187,"Karak","Al-Qatraneh","No",,"Your basket.","Wholesale and Retail Trade","Retail trade (general merchandise)","Bleeding materials and lunches.","0795034451",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378351457,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.2435772,36.0434989,"Karak","Al-Qatraneh","Yes","Sole proprietorship","The morning pharmacy.","Human Health and Social Work Activities","Medical practices","Pharmacy.","0790207339","0790207339","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Pharmacist."
378351460,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.243684,36.0438618,"Karak","Al-Qatraneh","Yes","Sole proprietorship","Ambassador's dessert.","Accommodation and Food Services (Tourism(","Restaurants","Candy.","0776317429",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378351466,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.2437382,36.0438789,"Karak","Al-Qatraneh","Yes","Sole proprietorship","The City of Lightning.","Wholesale and Retail Trade","Retail trade (general merchandise)","Saudi Arabia","0776303737","0776303737","Less than 10 employees","Micro","Yes",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"Client service.","Yes","Yes",2,0,1,1,0,0,2,1,0,0,0,0,0,0,0,1,"Client service."
378351470,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.2445439,36.0441984,"Karak","Al-Qatraneh","Yes","Sole proprietorship","Abu Tarboush Foundation","Construction","Commercial construction","Construction materials","0792315490",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378351474,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.2456308,36.0444815,"Karak","Al-Qatraneh","Yes","Sole proprietorship","Abed Rahman's bakery.","Accommodation and Food Services (Tourism(","Catering","Making bread.","0790382508",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378351477,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.2437312,36.0438138,"Karak","Al-Qatraneh","Yes","Sole proprietorship","Abed Rahman Restaurant","Accommodation and Food Services (Tourism(","Restaurants","sandwiches.","0772336491",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","Yes",2,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,
378351480,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.2453486,36.044353,"Karak","Al-Qatraneh","Yes","Sole proprietorship","Spur-Market-Muttz.","Wholesale and Retail Trade","Retail trade (general merchandise)","Supply goods","0772163747",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378351483,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.2452949,36.0444134,"Karak","Al-Qatraneh","Yes","Sole proprietorship","Khaled Al-Hajjaya","Agriculture","Poultry farming","Chicken altar.","0779520644",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378351486,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.2461082,36.044663,"Karak","Al-Qatraneh","Yes","Sole proprietorship","The desert diamond pharmacy.","Human Health and Social Work Activities","Medical practices","Medical","0797716914","0797716914","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,"Pharmacist."
378351492,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.2461525,36.0446427,"Karak","Al-Qatraneh","No",,"The perfume.","Service Activities","Personal services","Herbs.","0779744789",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,
378351495,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.2461727,36.0447171,"Karak","Al-Qatraneh","No",,"The Poor People &apos; s Library","Arts, Entertainment, and Recreation","Libraries","Stationery.","0780535089",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378351499,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.246293,36.0447221,"Karak","Al-Qatraneh","Yes","Sole proprietorship","Mona Marquette Yahia.","Wholesale and Retail Trade","Retail trade (general merchandise)","Supply materials","0797013136",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378351502,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.2462721,36.0446673,"Karak","Al-Qatraneh","Yes","Sole proprietorship","Tar stores for construction materials","Construction","Commercial construction","Construction materials","0795582134",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378351506,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,31.244146,36.0439956,"Karak","Al-Qatraneh","Yes","Sole proprietorship","The city markets... the maneuvered...","Wholesale and Retail Trade","Retail trade (general merchandise)","Supply materials","0791900953","0795265727","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378352940,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0019664,35.7771605,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Fuad Cosmetic Trade Shop","Wholesale and Retail Trade","Retail trade (furniture)","Sale of cosmetics and accessories","0797788294",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,
378352947,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0014615,35.7784437,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Yusif Hatter shops","Wholesale and Retail Trade","Retail trade (general merchandise)","Sale of construction materials","0797494598",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378352949,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0014983,35.7783849,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","A ladies' salon.","Service Activities","Personal services","A beauty parlor.","0777540648",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
378352955,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0013408,35.7785341,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Pumba to clear the clothes.","Wholesale and Retail Trade","Retail trade (apparel)","Sale of used clothing","0797876866",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,
378352962,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.001342,35.7786049,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Car power.","Service Activities","Repair services","Repair of cars","0795968477",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,
378352968,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0012947,35.7787332,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Escort member.","Wholesale and Retail Trade","Retail trade (general merchandise)","Sale of electrical materials","0797079650",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378352972,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0010468,35.7788947,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Continuum sewn.","Service Activities","Personal services","Clothes sewn.","0777719861",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378352980,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0011166,35.7789692,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Soap. Hmouda for the ladies.","Service Activities","Personal services","Beauty and haircut.","0776551996",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,
378352987,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0012737,35.7786737,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Used furniture store","Wholesale and Retail Trade","Retail trade (general merchandise)","Sale of used furniture","0776428575",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378352992,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0013087,35.7786491,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","The Horseman's Markets.","Wholesale and Retail Trade","Retail trade (food)","Horseman's market shop for the sale of vegetables.","0776083225",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378353001,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0014029,35.7786435,"Balqaa","Fuhais and Mahes","No",,"Grace Steele's.","Wholesale and Retail Trade","Retail trade (electronics)","Sale of satellite products","0798971459",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378353007,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0012107,35.7792727,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Hash toaster.","Wholesale and Retail Trade","Retail trade (food)","Sells sugar and coffee.","0798070190",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"No","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378353010,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0010763,35.7794662,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","A trap bakery.","Wholesale and Retail Trade","Retail trade (food)","A bakery for the sale of trap bread. A sentence for restaurants.","0776720735",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,
378353019,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,2024-08-29 00:00:00.000000000,32.0010285,35.7797177,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Rose Hill.","Agriculture","Crop production","Sell roses.","0798344749",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,1,1,0,0,0,2,0,1,0,1,0,0,0,0,0,
378353031,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,32.0039868,35.7843148,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Mujahid candy.","Accommodation and Food Services (Tourism(","Restaurants","Sell dessert.","0788279572",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,
378354112,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,32.0038486,35.7840296,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Green Light Mobile.","Information and Communication","Telecommunications","Sale of telephones and cards","0792633320",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378354117,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,32.0037585,35.7840889,"Balqaa","Fuhais and Mahes","Yes","Sole proprietorship","Manolia.","Service Activities","Personal services","Action.","0795714650",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,
378354119,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,2024-08-31 00:00:00.000000000,32.0037059,35.7838165,"Balqaa","Allan","Yes","Limited liability","Fair for joy.","Accommodation and Food Services (Tourism(","Hotels","Tables and chairs for hotels and weddings","0796434644",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,0,1,0,1,0,2,0,0,0,0,0,0,0,1,0,
378358725,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,32.119633,36.2642249,"Zarqaa","Al Dlayel","Yes","Sole proprietorship","Al-Amawi...","Service Activities","Repair services","All kinds of carpentry and decorative.","795242446","0785971417","Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,1,0,0,0,1,2,0,1,0,0,0,0,0,1,0,
378358726,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,32.1195326,36.2642389,"Zarqaa","Al Dlayel","Yes","Sole proprietorship","The men's mustache parlour.","Service Activities","Personal services","Shave and cut hair.","7706377065",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,"Barbers."
378358727,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,32.1195937,36.2642599,"Zarqaa","Al Dlayel","Yes","Limited liability","Plateau Veterinary Medicines Foundation","Human Health and Social Work Activities","Clinics","Sale of all animal products","788634112",,"10 to 49","Small","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",5,1,2,1,1,0,5,1,1,0,0,0,1,0,0,0,
378358728,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,32.1196865,36.2642834,"Zarqaa","Al Dlayel","Yes","Sole proprietorship","Fancy Shoes Foundation","Wholesale and Retail Trade","Retail trade (apparel)","All-shoe business.","775632450",,"Less than 10 employees","Micro","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",2,0,1,0,1,0,2,1,1,0,0,0,0,0,0,0,
378358729,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,32.1196937,36.2642941,"Zarqaa","Al Dlayel","Yes","Sole proprietorship","Sugar for joys and gifts.","Accommodation and Food Services (Tourism(","Event planning","Selling and preparing event and feats.","0782230872",,"10 to 49","Small","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",8,1,3,2,2,0,8,0,0,0,0,0,0,0,1,1,"Photographers."
378358730,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,2024-09-01 00:00:00.000000000,32.1196671,36.2642373,"Zarqaa","Al Dlayel","Yes","Limited liability","Fair desserts.","Wholesale and Retail Trade","Retail trade (food)","Selling all kinds of candy.","7789456231",,"10 to 49","Small","No",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Yes","Yes",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,
